Number of threads: 32
Job ID: 1967
Machine: catwoman 

     2152819562457 cycles                    #    0.000 GHz                     [50.02%]
      118285754764 instructions              #    0.05  insns per cycle         [75.01%]
       36621609181 cache-references                                             [74.98%]
          61626870 cache-misses              #    0.168 % of all cache refs     [75.00%]
              3952 faults                                                      
                32 migrations                                                  

      30.848132525 seconds time elapsed

 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
 Time Elapsed: 31
Socket: 0,1,3,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1827050146760 cycles                    #    0.000 GHz                     [50.02%]
      141836086271 instructions              #    0.08  insns per cycle         [75.02%]
       40632088743 cache-references                                             [74.98%]
          53270110 cache-misses              #    0.131 % of all cache refs     [75.00%]
              3952 faults                                                      
                34 migrations                                                  

      25.667049861 seconds time elapsed

Socket: 0,1,3,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1713930908221 cycles                    #    0.000 GHz                     [50.02%]
      132254140145 instructions              #    0.08  insns per cycle         [75.02%]
       39010336242 cache-references                                             [74.98%]
          52461961 cache-misses              #    0.134 % of all cache refs     [75.00%]
              3952 faults                                                      
                32 migrations                                                  

      25.090758716 seconds time elapsed

Socket: 0,1,3,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1667069283661 cycles                    #    0.000 GHz                     [50.02%]
      107721004734 instructions              #    0.06  insns per cycle         [75.02%]
       34448379843 cache-references                                             [74.98%]
          52519948 cache-misses              #    0.152 % of all cache refs     [75.01%]
              3953 faults                                                      
                31 migrations                                                  

      23.989388924 seconds time elapsed

Socket: 0,1,3,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1989356751193 cycles                    #    0.000 GHz                     [50.02%]
      138084229434 instructions              #    0.07  insns per cycle         [75.01%]
       40270537779 cache-references                                             [74.98%]
          56538440 cache-misses              #    0.140 % of all cache refs     [75.01%]
              3953 faults                                                      
                32 migrations                                                  

      28.116098734 seconds time elapsed

Socket: 0,1,3,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1974329020151 cycles                    #    0.000 GHz                     [50.02%]
      125893513025 instructions              #    0.06  insns per cycle         [75.02%]
       38082901746 cache-references                                             [74.98%]
          56990583 cache-misses              #    0.150 % of all cache refs     [75.00%]
              3952 faults                                                      
                31 migrations                                                  

      28.250444514 seconds time elapsed

Socket: 0,1,3,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2165683119485 cycles                    #    0.000 GHz                     [50.02%]
      117657994548 instructions              #    0.05  insns per cycle         [75.02%]
       36210997466 cache-references                                             [74.97%]
          61873824 cache-misses              #    0.171 % of all cache refs     [75.01%]
              3952 faults                                                      
                31 migrations                                                  

      30.725073289 seconds time elapsed

Socket: 0,1,3,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=0,1,3,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2244122080520 cycles                    #    0.000 GHz                     [50.02%]
      117946724311 instructions              #    0.05  insns per cycle         [75.01%]
       36337122490 cache-references                                             [74.97%]
          62607202 cache-misses              #    0.172 % of all cache refs     [75.01%]
              3953 faults                                                      
                32 migrations                                                  

      31.147989514 seconds time elapsed

 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
 Time Elapsed: 32
Socket: 0,2,3,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2407748424731 cycles                    #    0.000 GHz                     [50.02%]
      149237684060 instructions              #    0.06  insns per cycle         [75.02%]
       41310167226 cache-references                                             [74.98%]
          63152361 cache-misses              #    0.153 % of all cache refs     [75.00%]
              3952 faults                                                      
                36 migrations                                                  

      34.072517621 seconds time elapsed

Socket: 0,2,3,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2301582070171 cycles                    #    0.000 GHz                     [50.02%]
      128579465259 instructions              #    0.06  insns per cycle         [75.02%]
       37734981815 cache-references                                             [74.98%]
          60588940 cache-misses              #    0.161 % of all cache refs     [75.00%]
              3953 faults                                                      
                32 migrations                                                  

      32.423519792 seconds time elapsed

Socket: 0,2,3,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2344612319584 cycles                    #    0.000 GHz                     [50.02%]
      128563197561 instructions              #    0.05  insns per cycle         [75.02%]
       37660926383 cache-references                                             [74.98%]
          61077067 cache-misses              #    0.162 % of all cache refs     [75.00%]
              3952 faults                                                      
                33 migrations                                                  

      32.410501000 seconds time elapsed

Socket: 0,2,3,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2183179506769 cycles                    #    0.000 GHz                     [50.02%]
      127769030217 instructions              #    0.06  insns per cycle         [75.02%]
       37606126722 cache-references                                             [74.97%]
          58985599 cache-misses              #    0.157 % of all cache refs     [75.01%]
              3953 faults                                                      
                61 migrations                                                  

      31.402746389 seconds time elapsed

Socket: 0,2,3,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2137347206523 cycles                    #    0.000 GHz                     [50.02%]
      123817310386 instructions              #    0.06  insns per cycle         [75.02%]
       37106485286 cache-references                                             [74.97%]
          58368864 cache-misses              #    0.157 % of all cache refs     [75.00%]
              3952 faults                                                      
                31 migrations                                                  

      30.664012251 seconds time elapsed

Socket: 0,2,3,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2198409740699 cycles                    #    0.000 GHz                     [50.02%]
      169525628147 instructions              #    0.08  insns per cycle         [75.02%]
       45487914060 cache-references                                             [74.98%]
          60627996 cache-misses              #    0.133 % of all cache refs     [75.00%]
              3952 faults                                                      
               541 migrations                                                  

      33.056043379 seconds time elapsed

Socket: 0,2,3,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=0,2,3,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2400093665824 cycles                    #    0.000 GHz                     [50.02%]
      147929309912 instructions              #    0.06  insns per cycle         [75.02%]
       41145384019 cache-references                                             [74.97%]
          63956692 cache-misses              #    0.155 % of all cache refs     [75.01%]
              3953 faults                                                      
                36 migrations                                                  

      34.467111589 seconds time elapsed

 Time Elapsed: 34
Socket: 1,2,3,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2449725215739 cycles                    #    0.000 GHz                     [50.02%]
      144909348450 instructions              #    0.06  insns per cycle         [75.02%]
       40505845664 cache-references                                             [74.97%]
          63925387 cache-misses              #    0.158 % of all cache refs     [75.01%]
              3953 faults                                                      
                32 migrations                                                  

      34.579095243 seconds time elapsed

Socket: 1,2,3,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2167761576624 cycles                    #    0.000 GHz                     [50.02%]
      149000477468 instructions              #    0.07  insns per cycle         [75.02%]
       42476478327 cache-references                                             [74.98%]
          58126804 cache-misses              #    0.137 % of all cache refs     [75.01%]
              3952 faults                                                      
                76 migrations                                                  

      31.039057969 seconds time elapsed

Socket: 1,2,3,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2100301205370 cycles                    #    0.000 GHz                     [50.02%]
      141686449284 instructions              #    0.07  insns per cycle         [75.02%]
       40817282281 cache-references                                             [74.97%]
          56607748 cache-misses              #    0.139 % of all cache refs     [75.01%]
              3952 faults                                                      
                32 migrations                                                  

      29.601712384 seconds time elapsed

Socket: 1,2,3,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2162367720283 cycles                    #    0.000 GHz                     [50.02%]
      146545214840 instructions              #    0.07  insns per cycle         [75.02%]
       41489984356 cache-references                                             [74.97%]
          58259170 cache-misses              #    0.140 % of all cache refs     [75.01%]
              3953 faults                                                      
                31 migrations                                                  

      31.012760042 seconds time elapsed

Socket: 1,2,3,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2111685102108 cycles                    #    0.000 GHz                     [50.02%]
      146418941969 instructions              #    0.07  insns per cycle         [75.02%]
       42062370511 cache-references                                             [74.97%]
          57526910 cache-misses              #    0.137 % of all cache refs     [75.01%]
              3952 faults                                                      
                31 migrations                                                  

      30.536322124 seconds time elapsed

Socket: 1,2,3,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2349030728878 cycles                    #    0.000 GHz                     [50.02%]
      151868747259 instructions              #    0.06  insns per cycle         [75.02%]
       42755488751 cache-references                                             [74.98%]
          62389268 cache-misses              #    0.146 % of all cache refs     [75.00%]
              3952 faults                                                      
                35 migrations                                                  

      34.120259751 seconds time elapsed

Socket: 1,2,3,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=1,2,3,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2302070335316 cycles                    #    0.000 GHz                     [50.02%]
      141516206905 instructions              #    0.06  insns per cycle         [75.02%]
       40595649302 cache-references                                             [74.98%]
          61974486 cache-misses              #    0.153 % of all cache refs     [75.01%]
              3953 faults                                                      
                31 migrations                                                  

      33.177840715 seconds time elapsed

 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
Socket: 0,1,4,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2273370453435 cycles                    #    0.000 GHz                     [50.02%]
      187288713073 instructions              #    0.08  insns per cycle         [75.01%]
       47339638467 cache-references                                             [74.98%]
          58263224 cache-misses              #    0.123 % of all cache refs     [75.01%]
              3952 faults                                                      
                33 migrations                                                  

      33.996927983 seconds time elapsed

Socket: 0,1,4,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2019807754414 cycles                    #    0.000 GHz                     [50.02%]
      154448270171 instructions              #    0.08  insns per cycle         [75.02%]
       43595567792 cache-references                                             [74.97%]
          55889554 cache-misses              #    0.128 % of all cache refs     [75.01%]
              3951 faults                                                      
                32 migrations                                                  

      29.318205942 seconds time elapsed

Socket: 0,1,4,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2003331481320 cycles                    #    0.000 GHz                     [50.02%]
      158531901901 instructions              #    0.08  insns per cycle         [75.02%]
       44854441010 cache-references                                             [74.98%]
          55711468 cache-misses              #    0.124 % of all cache refs     [75.00%]
              3952 faults                                                      
                31 migrations                                                  

      29.202025422 seconds time elapsed

Socket: 0,1,4,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2332168290443 cycles                    #    0.000 GHz                     [50.02%]
      172860637727 instructions              #    0.07  insns per cycle         [75.01%]
       47024132014 cache-references                                             [74.98%]
          60636093 cache-misses              #    0.129 % of all cache refs     [75.00%]
              3952 faults                                                      
                35 migrations                                                  

      33.106583696 seconds time elapsed

Socket: 0,1,4,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2367377848244 cycles                    #    0.000 GHz                     [50.02%]
      128586359370 instructions              #    0.05  insns per cycle         [75.01%]
       38448281435 cache-references                                             [74.98%]
          63693813 cache-misses              #    0.166 % of all cache refs     [75.01%]
              3953 faults                                                      
                32 migrations                                                  

      32.671717939 seconds time elapsed

Socket: 0,1,4,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2277179726059 cycles                    #    0.000 GHz                     [50.02%]
      135057813108 instructions              #    0.06  insns per cycle         [75.02%]
       39595957106 cache-references                                             [74.98%]
          64167778 cache-misses              #    0.162 % of all cache refs     [75.00%]
              3952 faults                                                      
                33 migrations                                                  

      32.955059116 seconds time elapsed

Socket: 0,1,4,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=0,1,4,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2643976570857 cycles                    #    0.000 GHz                     [50.02%]
      123531921276 instructions              #    0.05  insns per cycle         [75.02%]
       37520538010 cache-references                                             [74.97%]
          68274451 cache-misses              #    0.182 % of all cache refs     [75.01%]
              3953 faults                                                      
                32 migrations                                                  

      36.702350292 seconds time elapsed

 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
 Time Elapsed: 36
Socket: 0,2,4,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2403375133548 cycles                    #    0.000 GHz                     [50.02%]
      183342793865 instructions              #    0.08  insns per cycle         [75.02%]
       47328426215 cache-references                                             [74.98%]
          62022824 cache-misses              #    0.131 % of all cache refs     [75.01%]
              3952 faults                                                      
                34 migrations                                                  

      34.254141481 seconds time elapsed

Socket: 0,2,4,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2271009804211 cycles                    #    0.000 GHz                     [50.02%]
      183041231774 instructions              #    0.08  insns per cycle         [75.02%]
       47069002467 cache-references                                             [74.98%]
          58157751 cache-misses              #    0.124 % of all cache refs     [75.01%]
              3951 faults                                                      
                33 migrations                                                  

      32.438665118 seconds time elapsed

Socket: 0,2,4,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2298138892413 cycles                    #    0.000 GHz                     [50.02%]
      185358651551 instructions              #    0.08  insns per cycle         [75.02%]
       47528155123 cache-references                                             [74.97%]
          59479811 cache-misses              #    0.125 % of all cache refs     [75.01%]
              3953 faults                                                      
                33 migrations                                                  

      32.582024333 seconds time elapsed

Socket: 0,2,4,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2365484124030 cycles                    #    0.000 GHz                     [50.02%]
      176540819359 instructions              #    0.07  insns per cycle         [75.02%]
       45850641809 cache-references                                             [74.98%]
          60700054 cache-misses              #    0.132 % of all cache refs     [75.01%]
              3951 faults                                                      
                38 migrations                                                  

      32.635936490 seconds time elapsed

Socket: 0,2,4,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2386415085461 cycles                    #    0.000 GHz                     [50.02%]
      164843174153 instructions              #    0.07  insns per cycle         [75.02%]
       44927364850 cache-references                                             [74.97%]
          60515076 cache-misses              #    0.135 % of all cache refs     [75.00%]
              3953 faults                                                      
                33 migrations                                                  

      33.196639506 seconds time elapsed

Socket: 0,2,4,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2041325465557 cycles                    #    0.000 GHz                     [50.02%]
      172519770595 instructions              #    0.08  insns per cycle         [75.01%]
       46996260999 cache-references                                             [74.98%]
          56122931 cache-misses              #    0.119 % of all cache refs     [75.00%]
              3952 faults                                                      
                35 migrations                                                  

      29.260532567 seconds time elapsed

Socket: 0,2,4,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=0,2,4,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1701644503958 cycles                    #    0.000 GHz                     [50.02%]
      121369830830 instructions              #    0.07  insns per cycle         [75.01%]
       38166384731 cache-references                                             [74.98%]
          55956000 cache-misses              #    0.147 % of all cache refs     [75.00%]
              3952 faults                                                      
              1052 migrations                                                  

      27.387365905 seconds time elapsed

 Time Elapsed: 27
Socket: 1,2,4,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2543337058824 cycles                    #    0.000 GHz                     [50.02%]
      198704057659 instructions              #    0.08  insns per cycle         [75.01%]
       48396218702 cache-references                                             [74.98%]
          64155706 cache-misses              #    0.133 % of all cache refs     [75.01%]
              3952 faults                                                      
               129 migrations                                                  

      37.445489016 seconds time elapsed

Socket: 1,2,4,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2149397468253 cycles                    #    0.000 GHz                     [50.02%]
      175279388812 instructions              #    0.08  insns per cycle         [75.01%]
       47876249683 cache-references                                             [74.98%]
          56553832 cache-misses              #    0.118 % of all cache refs     [75.00%]
              3952 faults                                                      
                35 migrations                                                  

      30.574803878 seconds time elapsed

Socket: 1,2,4,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2165680516818 cycles                    #    0.000 GHz                     [50.02%]
      190708568466 instructions              #    0.09  insns per cycle         [75.01%]
       48264660171 cache-references                                             [74.98%]
          56703745 cache-misses              #    0.117 % of all cache refs     [75.01%]
              3953 faults                                                      
                89 migrations                                                  

      31.207651797 seconds time elapsed

Socket: 1,2,4,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2049448007437 cycles                    #    0.000 GHz                     [50.02%]
      175002338330 instructions              #    0.09  insns per cycle         [75.02%]
       47212710520 cache-references                                             [74.98%]
          54927828 cache-misses              #    0.116 % of all cache refs     [75.00%]
              3952 faults                                                      
                33 migrations                                                  

      28.865042398 seconds time elapsed

Socket: 1,2,4,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2047630007329 cycles                    #    0.000 GHz                     [50.02%]
      167728825656 instructions              #    0.08  insns per cycle         [75.02%]
       45268162613 cache-references                                             [74.98%]
          55413713 cache-misses              #    0.122 % of all cache refs     [75.00%]
              3953 faults                                                      
                35 migrations                                                  

      29.132670070 seconds time elapsed

Socket: 1,2,4,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2016953167741 cycles                    #    0.000 GHz                     [50.02%]
      154001344414 instructions              #    0.08  insns per cycle         [75.02%]
       42517136010 cache-references                                             [74.98%]
          56666081 cache-misses              #    0.133 % of all cache refs     [75.00%]
              3953 faults                                                      
                33 migrations                                                  

      28.817629507 seconds time elapsed

Socket: 1,2,4,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=1,2,4,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2289717478355 cycles                    #    0.000 GHz                     [50.02%]
      150890108883 instructions              #    0.07  insns per cycle         [75.02%]
       42673421399 cache-references                                             [74.98%]
          62203810 cache-misses              #    0.146 % of all cache refs     [75.01%]
              3952 faults                                                      
                37 migrations                                                  

      32.806818310 seconds time elapsed

 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
 Time Elapsed: 33
Socket: 0,3,4,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     1998126708010 cycles                    #    0.000 GHz                     [50.02%]
      167503420626 instructions              #    0.08  insns per cycle         [75.01%]
       46412212323 cache-references                                             [74.97%]
          56167479 cache-misses              #    0.121 % of all cache refs     [75.01%]
              3952 faults                                                      
               953 migrations                                                  

      31.455705674 seconds time elapsed

Socket: 0,3,4,5  MEM: 2

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,2 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2395026705596 cycles                    #    0.000 GHz                     [50.02%]
      189078305283 instructions              #    0.08  insns per cycle         [75.02%]
       48149153554 cache-references                                             [74.97%]
          62317275 cache-misses              #    0.129 % of all cache refs     [75.00%]
              3952 faults                                                      
               581 migrations                                                  

      35.409366521 seconds time elapsed

Socket: 0,3,4,5  MEM: 3

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,3 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2552871985769 cycles                    #    0.000 GHz                     [50.02%]
      192090739975 instructions              #    0.08  insns per cycle         [75.01%]
       48539197915 cache-references                                             [74.97%]
          62905256 cache-misses              #    0.130 % of all cache refs     [75.01%]
              3953 faults                                                      
                35 migrations                                                  

      36.834580318 seconds time elapsed

Socket: 0,3,4,5  MEM: 4

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,4 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2443549552725 cycles                    #    0.000 GHz                     [50.02%]
      188216647159 instructions              #    0.08  insns per cycle         [75.01%]
       48356646009 cache-references                                             [74.98%]
          62394172 cache-misses              #    0.129 % of all cache refs     [75.00%]
              3953 faults                                                      
                38 migrations                                                  

      34.887890483 seconds time elapsed

Socket: 0,3,4,5  MEM: 5

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,5 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2497765137413 cycles                    #    0.000 GHz                     [50.02%]
      182848470646 instructions              #    0.07  insns per cycle         [75.02%]
       47769146261 cache-references                                             [74.98%]
          62891537 cache-misses              #    0.132 % of all cache refs     [75.01%]
              3952 faults                                                      
                33 migrations                                                  

      34.920227497 seconds time elapsed

Socket: 0,3,4,5  MEM: 6

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,6 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2251813586508 cycles                    #    0.000 GHz                     [50.02%]
      174239936358 instructions              #    0.08  insns per cycle         [75.02%]
       45902071160 cache-references                                             [74.98%]
          59736719 cache-misses              #    0.130 % of all cache refs     [75.00%]
              3952 faults                                                      
                33 migrations                                                  

      32.851874774 seconds time elapsed

Socket: 0,3,4,5  MEM: 7

 Performance counter stats for 'numactl --cpunodebind=0,3,4,5 --interleave=0,7 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2285086271557 cycles                    #    0.000 GHz                     [50.02%]
      144290176902 instructions              #    0.06  insns per cycle         [75.01%]
       41502385716 cache-references                                             [74.98%]
          62677659 cache-misses              #    0.151 % of all cache refs     [75.00%]
              3952 faults                                                      
                33 migrations                                                  

      32.704934102 seconds time elapsed

 Time Elapsed: 33
Socket: 1,3,4,5  MEM: 1

 Performance counter stats for 'numactl --cpunodebind=1,3,4,5 --interleave=0,1 /home/jlenis/numa_benchmark/bin/stream.2GiB.10':

     2460104583815 cycles                    #    0.000 GHz                     [50.02%]
      193575989472 instructions              #    0.08  insns per cycle         [75.01%]
       49652955449 cache-references                                             [74.98%]
